OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,YearBuilt,FullBath,YearRemodAdd,GarageArea,TotRmsAbvGrd,SalePrice
6,1218,1,672,672,1972,1,1972,264,7,118000
5,1928,0,686,948,1916,2,1995,0,10,160000
7,3082,2,824,1687,1920,2,1970,672,12,197000
8,2520,3,1338,1352,1993,2,1993,796,10,310000
7,1654,3,1654,1654,2002,2,2002,900,6,230000
5,954,1,920,954,1938,1,1950,240,5,119750
4,845,1,0,845,1957,1,1957,290,5,84000
9,1620,3,1620,1620,2007,2,2008,912,6,315500
8,2263,2,1055,1055,2001,2,2002,905,7,287000
4,1344,0,546,798,1970,1,2008,0,6,97000
4,630,1,630,630,1970,1,1970,286,3,80000
5,1803,2,1134,1803,1957,2,2000,484,8,155000
6,1632,2,800,800,1966,1,2000,484,7,173000
6,1306,2,1306,1306,2005,2,2005,624,5,196000
7,2329,2,1475,1532,1990,2,1990,514,10,262280
8,2524,2,2524,2524,1981,2,1981,542,9,278000
3,1733,2,0,1733,1955,2,1955,452,8,139600
9,2868,3,1992,1992,2005,3,2006,716,11,556581
5,990,2,990,990,1994,1,1995,672,5,145000
5,1771,2,0,1771,1960,1,2006,336,9,115000
4,930,1,0,930,1946,1,2006,308,6,84900
7,1302,2,1302,1302,2007,2,2007,436,6,176485
7,1316,2,1316,1316,2007,2,2007,440,6,200141
6,1977,2,816,1127,1964,1,1978,540,9,165000
5,1526,1,1216,1526,1957,1,2002,364,7,144500
8,1989,2,1065,1091,2002,2,2002,586,7,255000
6,1523,2,1193,1523,1976,2,1976,478,7,180000
7,1364,2,1364,1364,2005,2,2005,484,6,185850
7,1850,2,973,979,1994,2,1994,467,7,248000
9,2184,3,1104,1130,2008,2,2008,836,10,335000
6,1991,2,854,1096,1932,1,1950,432,7,220000
8,1338,2,1338,1338,2001,2,2001,582,6,213500
3,894,3,894,894,1935,1,1950,1248,6,81000
5,2337,2,662,1422,1900,2,1950,560,10,90000
6,1103,2,1103,1103,1925,1,1980,440,5,110500
5,1154,2,1154,1154,1966,1,1966,480,6,154000
7,2260,2,1306,1306,1996,2,1997,533,7,328000
6,1571,2,799,799,1993,2,1994,380,7,178000
6,1611,2,780,798,1964,1,1964,442,7,167900
6,2521,2,942,1291,1973,2,1973,576,10,151400
5,893,2,845,893,1949,1,2003,576,4,135000
5,1048,1,1048,1048,1956,1,1956,286,6,135000
6,1556,2,727,829,1968,1,1968,441,8,154000
5,1456,1,810,1002,1948,1,1950,280,7,91500
6,1426,2,690,698,1977,1,1977,440,6,159500
7,1240,3,1240,1240,2006,2,2006,826,5,194000
7,1740,1,800,960,1940,1,1984,240,6,219500
5,1466,2,796,1096,1936,2,1989,566,7,170000
5,1096,1,1096,1096,1969,1,1969,299,6,138800
6,848,2,848,848,2004,1,2004,420,3,155900
5,990,1,990,990,1994,1,1994,299,5,126000
6,1258,2,1258,1258,1971,2,2004,528,5,145000
5,1040,1,1040,1040,1963,1,1963,308,5,133000
7,1459,2,1459,1459,2002,2,2002,527,6,192000
6,1251,1,1251,1251,1964,1,1964,461,6,160000
6,1498,2,691,691,1995,2,1996,409,6,187500
6,996,2,936,996,1992,1,1992,564,5,147000
4,1092,1,546,546,1973,1,1973,286,6,83500
8,1953,3,1082,1082,2005,2,2006,1043,9,252000
7,1709,2,970,970,2004,2,2004,380,7,137500
8,1247,2,1247,1247,2005,1,2005,550,4,197000
3,1040,2,0,1040,1950,2,1950,400,6,92900
7,1252,2,600,624,1999,2,2000,462,4,160000
6,1694,2,1181,1390,1925,2,1950,576,7,136500
5,1200,2,864,1200,1965,1,1998,884,6,146000
5,936,1,936,936,1956,1,2000,308,4,129000
6,1314,2,1314,1314,2006,2,2006,440,6,176432
6,1355,0,684,773,1914,1,2006,0,7,127000
8,1088,2,1074,1088,1986,1,1986,461,5,170000
4,1324,1,672,757,1936,1,1950,240,6,128000
7,1601,2,1271,1601,1978,2,1978,478,7,157000
2,438,1,290,438,1920,1,1950,246,3,60000
5,950,1,950,950,1971,1,1971,280,5,119500
5,1134,1,1010,1134,1960,1,2002,254,6,135000
6,1194,2,655,1194,1959,1,1959,539,6,159500
5,1302,2,630,630,1970,2,1970,440,6,106000
8,2622,2,1463,1500,1994,2,1995,712,9,325000
7,1442,2,910,1442,1990,2,1991,719,6,179900
7,2021,2,868,887,2006,2,2006,422,9,274725
6,1690,2,924,948,2000,2,2000,463,7,181000
8,1836,3,1836,1836,2004,2,2005,862,7,280000
6,1658,2,773,773,1995,2,1996,431,8,188000
7,1964,2,803,1098,1976,2,1976,483,8,205000
5,816,1,816,816,1957,1,1957,308,5,129900
5,1008,1,1008,1008,1953,1,2006,240,6,134500
5,833,1,833,833,1954,1,2000,326,4,117000
8,1734,3,1734,1734,2007,2,2007,928,7,318000
8,1419,2,408,779,2002,2,2002,527,7,184100
5,894,2,894,894,1967,1,2003,450,5,130000
5,1601,1,533,1021,1958,1,1987,300,6,140000
5,1040,1,1040,1040,1959,1,1959,286,6,133700
6,1012,1,1012,1012,1920,1,1950,308,6,118400
7,1552,3,1552,1552,2005,2,2006,782,7,212900
4,960,1,672,960,1956,1,1956,288,5,112000
5,698,0,698,698,1947,1,2008,0,4,118000
7,1482,2,384,812,1992,2,1992,392,7,163900
4,1005,2,1005,1005,1955,1,1955,672,5,115000
7,1555,3,1373,1555,2007,2,2007,660,7,174000
7,1530,3,1530,1530,2004,2,2004,630,7,259000
7,1959,2,847,847,2004,2,2005,434,8,215000
5,936,2,936,936,1980,1,1980,672,4,140000
4,1981,2,1122,1328,1928,2,1950,576,7,135000
5,974,0,974,974,1991,1,1992,0,5,93500
6,2210,1,1008,1178,1880,2,1950,205,8,117500
8,2020,2,1128,1142,1995,2,1995,466,8,239500
6,1600,2,916,916,1997,2,1997,460,7,169000
6,986,1,960,986,1926,1,1950,180,5,102000
6,1252,1,1032,1032,1950,1,1950,288,6,119000
5,1020,0,780,780,1875,1,1996,0,6,94000
6,1567,2,1567,1567,1977,2,1977,714,5,196000
5,1167,2,915,1167,1920,1,1950,495,6,144000
5,952,2,952,952,1951,1,1951,840,4,139000
5,1868,2,780,1088,1976,2,1976,484,9,197500
8,2828,3,1466,1466,2006,3,2007,1052,11,424870
5,1006,0,1006,1006,1959,1,1959,0,5,80000
4,924,1,672,672,1941,1,1950,280,5,80000
5,1576,1,1042,1042,1928,1,1950,225,8,149000
6,1298,2,1298,1298,1985,2,1985,403,5,180000
7,1564,1,704,860,1941,1,1950,234,7,174500
7,1111,1,572,572,1926,1,1950,288,5,116900
7,1482,2,650,832,1920,1,1988,324,7,143000
6,932,1,932,932,1950,1,1950,306,4,124000
5,1466,2,1466,1466,1959,1,1959,528,6,149900
6,1811,2,1073,1811,1956,1,2004,470,6,230000
6,816,1,816,816,1930,1,2007,432,5,120500
7,1820,2,864,902,1965,1,1988,492,8,201800
5,1437,2,1437,1437,1976,2,2004,528,6,218000
5,1265,2,1219,1265,1965,2,1999,502,6,179900
7,1314,2,1314,1314,2007,2,2008,626,6,230000
8,1580,3,1580,1580,2007,2,2008,830,7,235128
6,1876,2,901,943,1974,2,1974,540,8,185000
6,1456,2,855,855,1978,2,1978,440,7,146000
6,1640,2,1296,1640,1954,1,2006,924,7,224000
5,894,2,894,894,1968,1,1968,450,5,129000
4,1258,2,1198,1258,1969,0,1969,400,6,108959
5,1432,2,1360,1432,1978,1,1978,588,5,194000
7,1502,2,1502,1502,2009,2,2009,644,7,233170
8,1694,3,1694,1694,2008,2,2008,776,7,245350
6,1671,2,959,959,2000,2,2000,472,7,173000
6,2108,2,1127,1236,1935,2,1986,540,7,235000
10,3627,3,1930,1831,1995,3,1996,807,10,625000
6,1118,1,1096,1118,1977,1,1977,358,6,171000
6,1261,2,1261,1261,1958,1,1958,433,6,163000
7,1250,2,625,625,2006,2,2007,625,5,171900
5,3086,0,1598,1636,1946,3,1994,0,12,200500
6,2345,2,952,1170,1932,2,1950,360,9,239000
8,2872,2,1683,2129,1992,2,2000,541,9,285000
5,923,1,876,923,1984,1,1985,264,5,119500
6,1224,1,818,818,1926,1,2004,210,5,115000
5,1343,1,731,820,1921,1,1950,186,7,154900
5,1124,0,0,1124,1954,1,1954,0,5,93000
7,2514,2,1216,1298,1990,2,1991,693,8,250000
8,1652,2,1600,1652,2008,2,2008,482,5,392500
10,4476,3,2396,2411,1996,3,1996,813,10,745000
5,1130,2,1120,1130,1920,1,1950,720,5,120000
5,1572,3,1572,1572,1963,1,1963,995,5,186700
5,1221,1,784,949,1924,1,1950,392,7,104900
3,1699,2,978,1014,1900,2,1970,420,7,95000
8,1624,3,1624,1624,1994,2,1995,757,5,262000
7,1660,2,831,831,2002,2,2002,493,7,195000
7,1804,2,994,1028,1999,2,1999,442,7,189000
4,1622,4,1249,1622,1961,1,1975,1356,7,168000
8,1441,2,776,764,1999,2,2000,492,5,174000
5,1472,1,702,842,1925,1,1994,250,6,125000
6,1224,2,1224,1224,1999,2,1999,402,5,165000
6,1352,1,663,663,1969,1,1969,299,7,158000
6,1456,2,728,728,2005,2,2005,400,8,176000
7,1863,3,879,879,2006,2,2006,660,9,219210
7,1690,1,815,815,1916,1,1950,225,7,144000
7,1212,2,1212,1212,2001,2,2001,573,6,178000
4,1382,2,1051,1382,1963,1,1979,459,6,148000
4,864,1,864,864,1970,1,1970,280,5,116050
7,1779,2,866,866,1998,2,1998,546,6,197900
5,1348,1,884,884,1925,1,1997,216,5,117000
7,1630,2,1630,1630,2000,2,2001,451,6,213000
5,1074,2,1056,1074,1975,1,1975,495,6,153500
7,2196,3,2158,2196,1990,2,1991,701,7,271900
4,1056,1,1056,1056,1966,1,1966,384,5,107000
6,1700,2,1682,1700,2003,2,2003,544,7,200000
5,1283,2,931,1283,1962,1,1980,506,6,140000
8,1660,2,1660,1660,2006,2,2006,500,8,290000
6,1845,2,1055,1055,1992,2,1992,462,8,189000
8,1752,2,559,1080,1988,2,2005,492,8,164000
4,672,1,672,672,1941,1,1950,234,4,113000
4,960,1,648,960,1965,0,2001,364,3,145000
5,999,1,925,999,1962,1,1962,300,6,134500
5,894,1,894,894,1966,1,1966,384,5,125000
6,1902,2,0,1318,1978,2,1978,539,8,112000
8,1314,2,1300,1314,2009,2,2009,552,6,229456
4,912,0,0,672,1947,1,1950,0,3,80500
6,1218,0,672,672,1971,1,1971,0,7,91500
5,912,1,912,912,1964,1,1964,288,5,115000
5,1211,1,952,1211,1968,1,1968,322,5,134000
6,1846,1,1040,1168,1949,2,1950,315,7,143000
5,2136,2,2136,2136,1951,2,1951,528,7,137900
7,1490,2,788,788,2004,2,2005,388,8,184000
6,1138,1,588,1138,1958,1,1958,264,6,145000
6,1933,3,894,894,2007,2,2007,668,9,214000
5,912,2,912,912,1965,1,2008,576,5,147000
9,1702,3,1702,1702,2008,1,2008,1052,7,367294
5,1507,1,1075,1507,1960,2,1960,404,7,127000
5,2620,2,1361,1361,1977,2,1977,600,12,190000
5,1190,2,1106,1190,1962,1,1962,540,6,132500
4,1224,2,0,1224,1962,2,1962,462,6,101800
5,1188,2,1188,1188,1959,1,1959,531,6,142000
5,1964,0,940,1024,1911,1,1950,0,7,130000
5,1784,1,747,892,1914,1,1950,180,9,138887
7,1626,2,764,764,2003,2,2003,474,6,175500
7,1948,2,847,847,2004,2,2005,434,8,195000
6,1141,2,1141,1141,2005,1,2005,484,6,142500
8,1484,2,1476,1484,2006,2,2006,472,6,265900
7,1768,2,884,884,2003,2,2003,543,8,224900
7,1689,3,1689,1689,2007,2,2007,954,7,248328
7,1173,2,1053,1173,1974,2,1974,528,6,170000
10,2076,3,2076,2076,2006,2,2006,850,7,465000
8,1517,2,792,792,1929,1,1950,400,7,230000
6,1868,2,585,1140,1984,3,2003,477,7,178000
7,1553,2,756,756,2005,2,2006,615,6,186500
6,1034,3,1012,1034,1976,1,1976,888,6,169900
6,2058,2,735,1134,1917,1,1950,396,8,129500
5,988,1,876,988,1950,1,1950,276,6,119000
7,2110,2,2110,2110,1968,2,1968,522,8,244000
7,1405,2,1405,1405,2003,2,2003,478,6,171750
5,874,1,864,874,1968,1,1968,288,5,130000
7,2167,2,1192,1516,1974,2,2003,518,9,294000
7,1656,2,746,760,2003,2,2004,397,7,165400
6,1367,1,884,959,1931,1,1950,560,6,127500
8,1987,2,1986,1987,1994,2,1994,691,7,301500
5,864,0,864,864,1922,1,1950,0,4,99900
7,1166,2,856,1166,2005,2,2005,400,5,190000
6,1054,2,1054,1054,1969,1,1969,460,6,151000
6,1675,2,841,892,1999,2,1999,502,7,181000
5,1050,1,1050,1050,1956,1,1956,338,5,128900
4,1788,1,1104,1104,1957,1,1989,304,8,161500
6,1824,2,764,1060,1919,1,1950,520,8,180500
6,1337,2,1405,1337,1998,2,1999,511,5,181000
7,1452,2,691,713,1999,2,1999,506,6,183900
7,1889,1,925,964,1910,1,1950,308,9,122000
9,2018,3,2002,2018,2008,2,2009,746,10,378500
8,3447,3,728,1968,1935,3,1997,1014,11,381000
5,1524,1,874,874,1958,1,1958,315,7,144000
7,1524,2,1332,1332,1979,0,1979,586,4,260000
6,1489,2,1489,1489,1968,2,1968,462,7,185750
5,935,1,935,935,1965,1,1965,288,5,137000
6,1357,1,1019,1357,1959,1,2006,312,5,177000
5,1250,2,661,661,1910,2,2003,552,8,139000
5,1920,2,928,928,1948,2,1950,400,10,137000
6,1395,2,723,735,1972,1,1972,497,6,162000
6,1724,2,1680,1724,1967,1,1976,480,7,197900
8,2031,2,1128,1128,2002,2,2002,577,7,237000
4,1128,2,698,698,1920,1,1950,528,6,68400
7,1573,2,1573,1573,2002,2,2002,544,6,227000
7,1339,2,1309,1339,1990,2,1990,484,6,180000
5,1040,2,1040,1040,1977,2,2008,484,5,150500
6,1824,0,912,912,1971,2,1971,0,8,139000
6,2447,1,804,1699,1919,2,1990,336,10,169000
6,1412,1,780,825,1939,1,1950,280,6,132500
6,1328,2,1328,1328,1963,1,1963,528,6,143000
5,1582,2,1624,1582,1964,2,1964,390,7,190000
8,1659,2,1501,1659,2000,2,2000,499,5,278000
8,1970,3,1085,1120,2006,2,2006,753,8,281000
5,1152,2,1152,1152,1964,1,1964,484,6,180500
5,1302,1,630,630,1972,2,1972,264,6,119500
5,2372,1,994,1378,1892,2,1965,432,11,107500
7,1664,2,832,832,1976,2,1976,528,8,162900
5,864,2,864,864,1955,1,1990,572,5,115000
5,1052,1,1052,1052,1968,1,1968,288,5,138500
5,1128,2,1120,1128,1963,2,1963,525,6,155000
6,1072,2,547,1072,2005,2,2006,525,5,140000
10,5642,2,6110,4692,2008,2,2008,1418,12,160000
5,1246,1,1246,1246,1959,1,1994,305,6,154000
7,1983,2,978,1005,1999,2,1999,490,9,225000
6,1494,1,771,753,1942,1,1950,213,7,177500
8,2526,3,1165,1203,1994,2,1994,844,8,290000
7,1616,3,1616,1616,2005,2,2005,834,7,232000
7,1708,2,976,976,2004,2,2004,380,7,130000
9,1652,2,1652,1652,2006,2,2007,840,6,325000
7,1368,2,1368,1368,2005,2,2006,474,6,202500
5,990,2,990,990,1994,1,1995,480,5,138000
5,1122,2,924,1122,1948,1,2005,528,6,147000
6,1294,2,1278,1294,1991,2,1991,496,6,179200
7,1902,2,1902,1902,1959,2,2002,567,7,335000
7,1274,2,1274,1274,2005,2,2007,508,6,203000
8,2810,2,1453,1453,1990,2,1990,750,9,302000
9,2599,3,1393,1422,1999,2,1999,779,10,333168
4,948,1,948,948,1954,1,1954,280,5,119000
6,2112,2,952,1092,1969,2,1969,576,9,206900
8,1630,3,1622,1630,2008,2,2008,860,8,295493
7,1352,2,1352,1352,2006,2,2007,466,5,208900
8,1787,3,1753,1787,2001,2,2002,748,7,275000
4,948,1,864,948,1954,1,1954,248,5,111000
6,1478,2,1478,1478,1957,1,1957,442,6,156500
3,720,1,0,720,1949,1,1950,287,4,72500
7,1923,2,750,1061,1992,2,1992,564,8,190000
4,708,0,420,708,1940,1,1950,0,5,82500
8,1795,3,1795,1795,2006,2,2007,895,7,147000
4,796,0,796,796,1922,1,1950,0,5,55000
3,774,0,544,774,1931,1,2006,0,6,79000
5,816,1,816,816,1982,1,2008,264,5,130500
6,2792,2,1510,1584,1920,2,1950,520,8,256000
7,1632,2,935,955,1998,2,1998,462,8,176500
8,1588,3,1588,1588,2006,2,2006,825,7,227000
5,954,2,911,954,1976,1,1976,576,6,132500
4,816,1,816,816,1938,1,1958,288,3,100000
5,1360,1,803,803,1938,1,1995,297,6,125500
5,1365,2,765,765,1970,1,1970,440,7,125000
6,1334,2,1350,1334,1977,2,1977,630,6,167900
5,1656,2,1656,1656,1973,2,1973,506,8,135000
4,693,0,693,693,1941,1,1950,0,4,52500
7,1861,2,916,920,2002,2,2002,492,8,200000
5,864,1,864,864,1972,1,1972,288,5,128500
4,872,4,858,872,1971,1,1971,480,5,123000
6,1114,2,1114,1114,2003,1,2004,576,6,155000
8,2169,2,1284,1284,2002,2,2002,647,7,228500
6,1913,2,896,1172,1928,1,1950,342,9,177000
7,1456,2,728,728,2006,2,2006,440,8,155835
4,960,1,960,960,1920,1,1950,308,5,108500
7,2156,2,1568,2156,1968,2,2003,508,9,262500
8,1776,3,1732,1776,2006,2,2007,712,7,283463
7,1494,2,1482,1494,1998,2,1998,514,5,215000
8,2358,0,684,938,1872,2,1987,0,8,122000
5,2634,4,1248,1338,1969,2,1969,968,12,200000
6,1716,2,858,858,1962,1,1962,490,8,171000
6,1176,2,698,786,1937,1,2000,624,4,134900
8,3238,3,2033,2053,1995,2,1996,666,9,410000
7,1865,3,992,992,2000,2,2000,839,7,235000
7,1920,2,570,1222,1968,3,1992,487,8,170000
5,892,1,864,892,1966,1,1966,264,5,110000
5,1078,2,1078,1078,1971,1,2008,500,6,149900
6,1573,2,756,769,2000,2,2000,440,5,177500
9,1980,3,1980,1980,2004,2,2005,770,8,315000
5,2601,2,612,990,1921,3,1998,621,8,189000
7,1530,2,1530,1530,2005,2,2005,430,7,260000
4,1738,1,715,1281,1920,2,2007,368,7,104900
6,1412,2,616,616,2006,2,2007,432,6,156932
7,1200,2,600,520,2005,2,2005,480,4,144152
7,1674,2,814,814,2000,2,2000,663,7,216000
7,1790,2,873,882,1999,2,1999,588,7,193000
5,1475,1,757,925,1977,2,1977,336,6,127000
6,848,2,848,848,2003,1,2004,420,4,144000
8,1668,2,1657,1668,2003,2,2003,502,8,232000
4,1374,1,840,840,1920,1,1950,338,6,105000
6,1661,1,992,1661,1955,1,1996,377,8,165500
7,2097,2,1108,1108,1998,2,1998,583,8,274300
10,2633,3,2633,2633,2001,2,2002,804,8,466500
7,1958,3,1026,1026,2005,2,2005,936,9,250000
8,1571,3,1571,1571,2007,2,2007,722,7,239000
6,790,1,768,790,1930,1,1950,160,4,91000
5,1604,2,984,984,1941,2,1960,660,6,117000
6,987,1,483,483,1973,1,1973,264,5,83000
5,1394,2,384,754,2006,2,2007,400,7,167500
3,864,1,864,864,1914,1,1950,200,5,58500
6,2117,2,1205,2117,1970,2,1970,550,7,237500
7,1762,2,596,998,1920,1,1950,576,8,157000
5,1416,2,816,1416,1918,2,2007,576,7,112000
6,1258,1,560,698,1939,1,1950,280,6,105000
4,1154,1,796,796,1922,1,2007,240,7,125500
7,2784,2,1392,1392,1978,3,1978,564,12,250000
6,2526,1,714,1664,1916,2,1950,216,10,136000
9,1746,3,1746,1746,2006,2,2007,758,7,377500
6,1218,2,735,869,1941,1,1950,440,6,131000
7,1525,2,1525,1525,2000,2,2000,541,6,235000
5,1584,3,1584,1584,1967,2,1967,792,8,124000
5,900,1,864,900,1967,1,1967,288,6,123000
6,1912,2,482,1221,1905,2,2000,672,7,163000
7,1500,3,1356,1500,2006,2,2006,648,6,246578
8,2482,3,1094,1133,2005,2,2006,642,9,281213
5,1687,2,747,1687,1948,1,1950,572,7,160000
5,1513,1,939,939,1920,1,2004,180,8,137500
5,1904,1,1208,1136,1950,1,1982,240,7,138000
6,1608,1,976,1160,1925,2,1990,216,7,137450
6,1158,1,862,950,1929,1,1950,208,5,120000
6,1593,2,839,864,2004,2,2004,398,8,193000
7,1294,2,1286,1294,2006,2,2006,662,6,193879
8,1464,3,1485,1464,2007,2,2007,754,6,282922
3,1214,3,672,694,1915,1,1950,936,6,105000
8,1646,2,1594,1646,2004,2,2005,482,5,275000
5,768,2,768,768,1972,1,2007,396,5,133000
5,833,0,833,833,1985,1,1985,0,5,112000
4,1363,2,622,741,1910,1,1950,528,6,125500
7,2093,2,791,1236,1986,2,1991,542,7,215000
7,1840,2,944,944,2001,2,2001,622,6,230000
6,1668,1,856,1112,1950,1,2005,271,6,140000
4,1040,2,0,1040,1949,2,1950,420,6,90000
8,1844,2,1844,1844,2005,2,2006,620,7,257000
6,1848,2,833,1053,1923,1,2000,370,8,207000
7,1569,3,1386,1569,2007,2,2007,660,7,175900
4,2290,2,777,1246,1885,2,1950,560,11,122500
8,2450,3,1284,1310,1998,2,1998,1069,7,340000
5,1144,1,1144,1144,1963,1,1963,336,6,124000
6,1844,2,1844,1844,1969,2,1969,540,7,223000
6,1416,2,708,708,1968,2,1968,776,7,179900
6,1069,2,1069,1069,1977,2,1977,440,4,127500
6,848,2,848,848,2003,1,2003,420,3,136500
6,2201,2,697,1575,1966,2,1966,432,8,274970
5,1344,1,1024,1344,1958,1,1983,484,6,144000
6,1252,2,1252,1252,1959,1,1959,528,7,142000
7,2127,2,1223,1223,1994,2,1994,525,5,271000
5,1558,1,913,1048,1945,1,1950,288,6,140000
5,804,1,788,804,1940,1,1992,240,4,119000
6,1440,2,1440,1440,1981,2,1981,467,7,182900
5,1838,2,732,734,2005,2,2005,372,7,192140
6,958,2,958,958,1976,2,1976,440,5,143750
4,968,1,656,968,1927,2,2007,216,5,64500
6,1792,2,936,962,2000,2,2000,451,8,186500
5,1126,2,1126,1126,1977,2,1977,484,5,160000
6,1537,2,1319,1537,1962,1,2005,462,7,174000
4,864,2,864,864,1971,1,1971,528,5,120500
8,1932,3,1932,1932,2008,2,2008,774,7,394617
6,1236,2,912,1236,1957,1,1996,923,6,149700
7,1725,2,539,1040,1979,2,1979,550,6,197000
6,2555,2,588,1423,1922,2,1994,672,11,191000
6,848,2,848,848,2004,1,2004,420,3,149300
10,2007,3,1017,1026,2008,2,2008,812,10,310000
6,952,1,952,952,1916,1,1950,192,4,121000
7,1422,2,1422,1422,2004,2,2004,626,7,179600
6,913,1,814,913,1966,1,1966,240,6,129000
5,1188,1,1188,1188,1962,1,1962,312,6,157900
8,2090,2,1220,1220,1995,2,1996,556,8,240000
4,1346,1,560,796,1910,1,2000,384,6,112000
5,630,0,630,630,1970,1,1970,0,3,92000
5,1792,0,896,896,1974,2,1974,0,8,136000
8,1578,3,1573,1578,2008,2,2009,840,7,287090
5,1072,2,547,1072,2005,1,2005,525,5,145000
5,1140,0,1140,1140,2006,1,2006,0,6,84500
7,1221,2,1221,1221,2004,2,2005,400,6,185000
6,1647,2,953,953,1999,2,2000,460,7,175000
6,2073,2,1542,2073,1978,2,1988,500,7,210000
7,2340,1,1152,1188,1941,2,2006,252,9,266500
5,1078,1,1078,1078,1950,1,1996,240,5,142125
5,1256,1,1256,1256,1965,1,1965,276,6,147500
